Name;Supervisor;StProgram;FieldOfStudy;IsFullTimeStudy;IsExternalStudy;ResearchType;Description;Created
Riadenie vzdelávacej inštitúcie v zmysle princípov spoločenskej zodpovednosti;doc. Ing. Radoslav Jankal, PhD.;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;Súčasná doba kladie mimoriadny dôraz na spoločenskú zodpovednosť. Potvrdzuje to aj dokument strategických cieľov Európskej únie Europa 2020 a jeho priority: inteligentný, udržateľný a inkluzívny rast.<br>V podmienkach Slovenskej republiky sa uplatňujú len niektoré prvky spoločenskej zodpovednosti a to najmä v podnikateľskej oblasti. Ide najmä o oblasť ochrany životného prostredia a filantropie, no spoločenská zodpovednosť znamená oveľa viac a netýka sa len podnikateľských subjektov, ale aj vzdelávacích inštitúcií. V Slovenskej republike je len veľmi malá pozornosť venovaná spoločenskej zodpovednosti vzdelávacích inštitúcií. <br>V tejto oblasti by malo ísť hlavne o filozofiu, ktorá využíva etický prístup k jej rozvoju so zapojením zainteresovaných subjektov s cieľom udržať sociálny, ekologický, technický a ekonomický rozvoj. Zainteresované subjekty pre vzdelávaciu inštitúciu sú napr. potenciálni študenti, aktuálni študenti, podniky, samosprávy, štát atď. <br>Cieľom dizertačnej práce bude, na základe vykonaných analýz, navrhnúť komplexný model riadenia vzdelávacej inštitúcie v zmysle princípov spoločenskej zodpovednosti s využitím softvérovej podpory. <br>Rámcový postup práce:<br>- analýza jednotlivých prístupov zameraných na identifikáciu oblastí spoločenskej zodpovednosti,<br>- výber vhodného typu vzdelávacej inštitúcie (základná, stredná, vysoká škola),<br>- výber/zvolenie vhodných oblastí spoločenskej zodpovednosti vzdelávacej inštitúcie,<br>- identifikácia zainteresovaných subjektov vzdelávacej inštitúcie, <br>- identifikácia požiadaviek zainteresovaných subjektov vo vzťahu ku konceptu spoločenskej zodpovednosti,<br>- návrh vhodných aktivít, ktoré bude vzdelávacia inštitúcia realizovať pre každú z navrhnutých oblastí spoločenskej zodpovednosti,<br>- návrh komplexného modelu riadenia vzdelávacej inštitúcie v zmysle princípov spoločenskej zodpovednosti.;19.2.2018 13:29
Hlboké neurónové siete pre spracovanie obrazu;doc. Mgr. Ondrej Šuch, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Neurónové siete sú v súčasnosti najsilnejším nástrojom na spracovanie obrazu. Používajú sa napríklad na automatické rozpoznanie textu, analýzu satelitných a leteckých snímkov, ako aj identifikáciu ľudských tvárí. Úlohou výskumu v rámci tejto práce bude vytvoriť nové prístupy trénovania týchto hlbokých sietí. Nové navrhované prístupy zahŕňajú hľadanie binárnych deliacich kriviek pomocou redukcie na párovú klasifikáciu, ako aj použitie metód bez učiteľa.;19.2.2018 13:43
Manažovanie a optimalizácia vysokovýkonných systémov s ohľadom na zelené počítanie;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Vysokovýkonná a cloudová infraštruktúra zaznamenáva v súčasnosti významný technologický a vedecký rozvoj. Elastický klaster predstavuje systém, postavený na fyzických alebo virtuálnych zdrojoch, ktorý je možné, na základe dynamickej záťaže systému, automaticky rozširovať, alebo zmenšovať o požičané virtuálne výpočtové zdroje z cloudu. Téma sa zameriava  na cloudový výpočtový klaster (angl. Elastic Cloud Computing Cluster, ECCC), ktorého cieľom, okrem elasticity - autonómneho dynamického prispôsobovania výpočtovej kapacity záťaži systému, je dosiahnuť „zelené počítanie“. Cieľom je vytvoriť také nové algoritmy, nástroje, metodiky a techniky, ktoré zabezpečia zníženie spotreby elektrickej energie a tým optimalizujú náklady na prevádzku uvedených systémov. Ide o  vysokovýkonné výpočtové systémy, kde optimalizované manažovanie systémov vedie k významným úsporám energie, financií a výpočtových zdrojov, pričom je dôležité, aby sa zabránilo zníženiu výkonu systému a súčasne boli dodržané kritériá kvality a dohody o úrovni poskytovanej služby (angl. Service Level Agreement, SLA).;19.2.2018 17:36
Vizualizácia rozsiahlych databáz;doc. Ing. Michal Zábovský, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Téma dizertačnej práce sa venuje problematike vizualizácie dát a štruktúry rozsiahlych databázových systémov. Techniky vizualizácie informácií spolu s metrikami definovanými pre relačné databázové systémy a grafové reprezentácie informácií môžu v podstatnej miere uľahčiť prieskum, integráciu a distribúciu dát. Uvedené činnosti sú v súčasnosti značne komplikované z dôvodu stále sa zvyšujúcej celkovej zložitosti uchovávanej informácie.<br>Predpokladom vedeckého projektu je hypotéza, že problém analýzy veľkého množstva dát je možné čiastočne zjednodušiť a skvalitniť použitím vizualizačných techník tak, aby si bolo možné vytvoriť lepšiu predstavu o charaktere dát v rozsiahlej databáze. Podstatnou výhodou takéhoto prístupu je priame zapojenie používateľa-analytika do procesu získavania znalostí z dát. <br>;19.2.2018 23:02
Spracovanie dát a modelovanie znalostí;doc. Ing. Michal Zábovský, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Témou dizertačnej práce je problematika spracovania dát, ich reprezentácie a prezentácie informácií získaných na základe ich spracovania s využitím vysokovýkonných výpočtových systémov. Súčasťou je predstavenie postupov pre spracovanie dát s ohľadom na ich veľkosť, definícia postupov pre stanovovanie hypotéz nad dátami (exploračná analýza), modelovanie,  štatistické vyhodnocovanie (konfirmačná analýza) a prezentáciu výsledkov (vizualizácia). Samostatnou časťou je problematika reprezentácie znalostí, modelovanie znalostných systémov pomocou grafových a sieťových štruktúr, využitie ontológií a znalostných systémov.;19.2.2018 23:14
Manažment efektívnosti ľudského kapitálu expatriantov;doc. Ing. Alžbeta Kucharčíková, PhD.;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;Ľudský kapitál predstavuje jeden z podnikových vstupov, ktorý je definovaný ako súhrn vrodených a nadobudnutých znalostí, zručností, schopností, talentu a pod. Zároveň je  považovaný za nehmotné aktívum a bohatstvo organizácie, ktorého súčasnú hodnotu je možné merať, pričom jeho budúca hodnota môže byť zvýšená prostredníctvom investícií.<br>Manažment efektívnosti ľudského kapitálu predstavuje strategický a plánovaný prístup k riadeniu najcennejšieho aktíva (bohatstva), teda ľudí, ktorí sa zúčastňujú na plnení podnikových cieľov. Využíva na to funkcie manažmentu tak, aby sa podnikové ciele dosahovali efektívnym využitím ľudského kapitálu. <br>V dnešnej globálnej ekonomike mnohé podniky realizujú svoje podnikateľské aktivity  v zahraničí, kde vysielajú pracovať svojich zamestnancov, alebo odkiaľ prijímajú nových zamestnancov, tzv. expatriantov.  S vyslaním alebo prijímaním expatriantov sú spojené značné finančné náklady, ktoré sa považujú za investície do ľudského kapitálu. Metrikami hodnotenia využívania ľudského kapitálu a hodnotenia investícií do ľudského kapitálu sa zaoberá manažment efektívnosti ľudského kapitálu, avšak žiadna odborná literatúra sa nezaoberá posudzovaním efektívnosti využívania a efektívnosti investícií do ľudského kapitálu expatriantov. <br>Cieľom dizertačnej práce je navrhnúť model posudzovania efektívnosti ľudského kapitálu expatriantov a navrhnúť prístupy a odporúčania úspešnej implementácie modelu do praxe tak, aby sa uľahčilo rozhodovanie manažérov o vysielaní zamestnancov na výkon práce do zahraničia alebo o prijímaní zamestnancov, ktorí pochádzajú z iných krajín.<br>;20.2.2018 8:46
Rozhodovanie o podpore prílevu priamych zahraničných investícií v makroekonomickom a regionálnom kontexte;doc. Ing. Alžbeta Kucharčíková, PhD. ;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;Sprievodný znak súčasných  globalizačných ekonomických i politických a sociálnych procesov vo svete predstavujú priame zahraničné investície (PZI).  Kým v nedávnej minulosti prevládali PZI orientované do oblasti finančníctva, v súčasnosti je záujem o energetiku, informačné technológie, automobilový a farmaceutický priemysel. Určenie determinantov prílevu priamych zahraničných investícií sa odvíja od špecifických podmienok danej krajiny alebo regiónu. Verejnosť ako významný determinant PZI vníma veľmi citlivo hlavne investičné stimuly, ktoré môže na prilákanie poskytnúť zahraničnému investorovi vláda hostiteľskej krajiny. Často však ide o subjektívne politické posúdenie výhod investície a existuje riziko, že finančné výhody získa nesprávny subjekt investície. <br>Cieľom dizertačnej práce je navrhnúť model rozhodovania o podpore prílevu priamych zahraničných investícií v makroekonomickom a regionálnom kontexte s akcentom na kritérium efektívnosti a navrhnúť súbor prístupov a odporúčaní implementácie modelu do praxe. <br>;20.2.2018 8:51
Vedecká vizualizácia hluku a interaktívna optimalizácia zmenšenia  jeho pôsobenia na životné prosteredie;doc. Ing. Peter Fabián, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Negatívny vplyv nadmerného hluku leteckej, cestnej a železničnej doprave na živé organizmy a celkové pôsobenie na životné prostredie je dostatočne známe. Preto sa v rámci projektových tém vypisovaných v rámci programov EÚ trvalo objavujú aj témy spojené s riešením tejto problematiky.  K riešeniu problémov je možné pristupovať a posteriori vyhodnotením konkrétnych hlukových parametrov v blízkosti dopravných zariadení a návrhom príslušných opatrení, alebo a priori pri ich návrhu, výpočtom hlukovej záťaže na základe známych kapacitných parametrov a priestorového riešenia týchto zariadení. V prípade vedomostí o chystaných protihlukových opatrení je možné do takýchto modelov zakomponovať i tieto opatrenia a zistiť vpred ich predpokladanú účinnosť. <br>Metódy vedeckej vizualizácie do značnej miery môžu sprehľadniť tento proces a sprístupniť jeho výsledky ako podklad pre rozhodovanie o vhodných prostriedkoch. Pri nich je možné vhodne využiť fakt, že šírenie hluku je priestorovým fenoménom a pre jeho vuizualizáciu je možné využiť ako podporný prostriedok programové aplikácie geografických informačných systémov (GIS).<br>Pri nájdení vhodnej matematickej reprezentácie protihlukových opatrení by malo byť možné vizualizovať tieto opatrenia.;20.2.2018 9:35
Robustné obehy vozidiel a osádok;doc. RNDr. Štefan Peško, CSc.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Problematika  patrí medzi aktuálne úlohy s bohatou tradíciou na FRI UNIZA. Riešitelia pociťujú potrebu venovať viac pozornosti tvorbe robustných obehov vozidiel v sieťach MHD najmä v zápchach dopravných špičiek. Dôsledky nepresných časových údajov majú nielen vplyv na spoľahlivosť spojov v cestovných poriadkoch, ale i tvorbu rozvrhov osádok. Z  historických alebo simulovaných údajov možno získať diskrétne, resp. spojité (intervalové) scenáre a hľadať príslušné spoľahlivé no pritom spravodlivé riešenia.<br>;20.2.2018 10:46
Význam reportovania udržateľného  rozvoja  pre manažment organizácie;doc. Ing. Emese Tokarčíková, PhD.;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Udržateľný rozvoj je taký spôsob rozvoja spoločnosti, ktorý dáva do súladu ekonomický a spoločenský pokrok so zachovaním životného prostredia. Nové a inovatívne prístupy  a vedomosti v  technológiách, ale aj v manažmente, upriamujú pozornosť na dôležitosť transparentnosti daných vplyvov na rozhodovanie manažérov organizácií vo vzťahu nielen k zainteresovaným osobám. Reporting o udržateľnom rozvoji  (triple bottom line, spoločensky zodpovedné podnikanie - CSR) v každej organizácii (ziskovej a neziskovej) zahrňuje vykazovanie ukazovateľov výkonnosti v jednotlivých oblastiach CSR.  Vyrovnané (aj pozitívne a negatívne vplyvy) a dôveryhodné reportovanie CSR aktivít organizácie umožňuje manažérom tieto informácie využiť na lepšie  rozhodovanie a riadenie svojich aktivít.  <br>Cieľom práce je rozvoj reportovania udržateľného rozvoja tak, aby poskytované relevantné podklady boli v súlade s riadením aktivít CSR  v organizácii. Aplikácia teoretických poznatkov a primárnych výsledkov prieskumov bude slúžiť na tvorbu návrhov adekvátnych metodík alebo metodológie a vhodných modelov v danej oblasti. Návrhy môžu zahŕňať posúdenia systémov na generovanie týchto prehľadov ako i rôznych spôsobov na získanie vhodných informácií pre reportovanie. Výskum práce bude orientovaný na tvorbu záverov z prípadových štúdii konkrétnych organizácií počas viacerých období alebo prieskumov rozličných organizácií. Dôležitá je identifikácia toho, či existujú významné vzájomné väzby reportovania dôsledkov CSR  na zlepšenie rozhodovania manažérov a na vykonávanie aktivít s cieľom dosiahnuť trvalú udržateľnosť. <br>Práca si vyžaduje štúdium rôznych metód, ktoré sa vzťahujú na CSR a BI (Business Intelligence), identifikáciu vhodných ukazovateľov použitých na analýzu a rozhodovanie v danej oblasti,  určenie si podmienok a /alebo cieľov, kedy môžu byť jednotlivé metódy a ukazovatele  uplatnené, komparáciu a popis kontrastu medzi rôznymi dostupnými metodológiami a realizáciu prieskumu v praxi.<br>;20.2.2018 11:17
Využitie neurónovej siete na odhad nemerateľných parametrov monitorovaného systému v prostredí WSN;doc. Ing. Ondrej Karpiš, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum;Pri meraní rôznych parametrov (koncentrácia plynov, hustota dopravného toku atď.) na priestorovo rozsiahlom území sa často využíva bezdrôtová sieť senzorov (WSN). Problémom je, že niekedy nie je možné umiestniť snímač na ľubovoľné miesto v danej lokalite, prípadne dlhodobá prevádzka kritického snímača je z viacerých hľadísk (spotreba energie, ekonomické dôvody) nemožná. Úlohou je dosiahnuť čo najpresnejší odhad parametra v danom bode na základe meraní v ostatných bodoch bezdrôtovej siete. Na odhad hodnôt týchto nemerateľných veličín bude použitá neurónová sieť, ktorej neuróny sú umiestnené v jednotlivých uzloch WSN. Komunikácia medzi uzlami siete je založená na protokole LoRa, ktorý sa vyznačuje nízkou rýchlosťou a dlhým dosahom. Predpokladáme, že každý uzol siete je schopný komunikovať so všetkými ostatnými uzlami. Pri návrhu štruktúry neurónovej siete je potrebné brať do úvahy obmedzené výpočtové možnosti uzla a tiež nízku prenosovú kapacitu komunikačných liniek. <br>Spomenuté technické obmedzenia v konečnom dôsledku vedú k:<br>- snahe o zvyšovanie „inteligencie“ každého uzla siete pri súčasnej minimalizácii energetickej spotreby,<br>- snahe o minimalizovanie celkového objemu prenášaných dát.<br>Zdá sa perspektívne využiť na vývoj WSN doterajšie výsledky z teórie NS, tak aby WSN predstavovala NS s tým, že každý uzol siete bude reprezentovať neurón alebo zhluk neurónov.<br>;20.2.2018 12:45
Vypracovanie nových metód získavania znalostí a ich implementácia v systémoch inteligentnej podpory rozhodávania.;prof. Ing. Vitaly Levashenko, PhD.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;FALSE;základný výskum;Data Mining je nástroj zameraný na zber a analýzu dát a získavanie znalostí z dát. Ciele dizertačnej práce spočívajú vo vypracovaní teoretických a praktických základov tvorby nástrojov pre podporu rozhodovania založených na analýze fuzzy dát s využitím apriórnej informácie (napríklad, riešení úloh zhlukovania a klasifikácie). Pre dosiahnutie stanovených cieľov je nevyhnutné vyriešiť nasledujúce úlohy: (a) formulácia a výskum kritérií optimalizácie tvorby rozhodovacích stromov a pravidiel pre rôzne typy úloh s pomocou aparátu viachodnotovej logiky a fuzzy logiky, (b) porovnanie navrhnutých kritérií tvorby rozhodovacích pravidiel s výsledkami  získanými tradičnými metódami (algoritmy C4.5, CART, štatistické klasifikačné algoritmy, fuzzy rozhodovacie stromy Yuan a Shaw a iné), (c) syntéza nových algoritmov získavania znalostí z databáz a výpočtu spoľahlivosti, orientovaných na použite v systémoch pre podporu rozhodovania, (d) vypracovanie praktických odporúčaní v tvare konkrétnych metodík a softvéru pre použitie navrhnutých algoritmov pri riešení praktických úloh.;20.2.2018 14:16
Analýza spoľahlivosti a rizík zložitých systémov;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;základný výskum;V súčasnosti stav a úroveň technológií prináša nové výzvy v oblasti rozvoja teórie spoľahlivosti. Súčasné systémy, vyžadujúce analýzu spoľahlivosti, majú zložitú štruktúru, sú nehomogénne vzhľadom na svoju fyzikálnu podstatu a tiež obsahujú komponenty s rozličnými procesmi zlyhania, degradácie a poruchy. Preto sa v teórii spoľahlivosti stávajú aktuálnymi úlohy výskumu zložitých a sociálno-technických systémov, napríklad systémov riadenia jadrovej elektrárne, systémov prepravy nafty a plynu či transportných systémov.<br>Existuje niekoľko rôznych matematických prístupov k riešeniu týchto úloh. Pre reálne systémy nie je dôležité iba určenie podmienok a pravdepodobnosti havárie, ale je dôležité tiež zistiť príčiny vedúce k havárii, analyzovať zmeny spoľahlivosti systému, berúc do úvahy niekoľko úrovní prevádzkyschopnosti. To je možné využitím takého systému, ktorého matematický model umožňuje modelovať niekoľko úrovní prevádzkyschopnosti (Multi-State System, MSS). Takýto model umožňuje použiť niekoľko úrovní prevádzkyschopnosti (spoľahlivosti) celého systému a jeho komponentov, pričom umožňuje podrobnejšie vykonať analýzu zmeny stavu skúmaného systému.<br>Jednou z aktuálnych úloh analýzy spoľahlivosti MSS je odhad pravdepodobnosti stavu (úrovne spoľahlivosti) systému v závislosti od stavu jeho komponentov. Tradične sa táto úloha vzťahuje k oblasti Importance Analysis  – oblasti teórie spoľahlivosti, ktorá určuje vplyv každého komponentu systému na úroveň jeho spoľahlivosti. V niektorých zdrojoch sa táto oblasť teórie spoľahlivosti nazýva tiež „výskum citlivosti MSS“. Odhad, určujúci pravdepodobnosť stavu systému pri niektorých zadaných podmienkach pre jeho komponenty sa nazýva Importance Measure (IM). <br>Cieľ práce spočíva vo vytvorení a rozvoji teoretických základov analýzy spoľahlivosti zložitých systémov, hlavne analýzy citlivosti spoľahlivosti systému vzhľadom k zmenám stavu jeho jedného alebo viacerých komponentov.<br>;20.2.2018 14:16
Vypracovanie nových metód získavania znalostí a ich implementácia v systémoch inteligentnej podpory rozhodovania;prof. Ing. Vitaly Levashenko, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Data Mining je nástroj zameraný na zber a analýzu dát a získavanie znalostí z dát. Ciele dizertačnej práce spočívajú vo vypracovaní teoretických a praktických základov tvorby nástrojov pre podporu rozhodovania založených na analýze fuzzy dát s využitím apriórnej informácie (napríklad, riešení úloh zhlukovania a klasifikácie). Pre dosiahnutie stanovených cieľov je nevyhnutné vyriešiť nasledujúce úlohy: (a) formulácia a výskum kritérií optimalizácie tvorby rozhodovacích stromov a pravidiel pre rôzne typy úloh s pomocou aparátu viachodnotovej logiky a fuzzy logiky, (b) porovnanie navrhnutých kritérií tvorby rozhodovacích pravidiel s výsledkami získanými tradičnými metódami (algoritmy C4.5, CART, štatistické klasifikačné algoritmy, fuzzy rozhodovacie stromy Yuan a Shaw a iné), (c) syntéza nových algoritmov získavania znalostí z databáz a výpočtu spoľahlivosti, orientovaných na použitie v systémoch pre podporu rozhodovania, (d) vypracovanie praktických odporúčaní v tvare konkrétnych metodík a softvéru pre použitie navrhnutých algoritmov pri riešení praktických úloh.;20.2.2018 14:20
Hodnotenie vplyvu ľudského faktora na technické systémy;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Spoľahlivosť hardwaru bola zvýšená vďaka technologickému pokroku v rozsiahlych komplexných systémov ako sú jadrové elektrárne, lietadlá či ropné ťažobné závody. Avšak obrovské zlepšenie nenastalo v oblasti ľudskej spoľahlivosti pre fungovanie a spravovanie týchto komplexných systémov. Je všeobecne známe, že ľudia hrajú dôležitú úlohu v bezpečnej prevádzke komplexných priemyselných zariadení. Zníženie ľudskej chyby je jedným z hlavných záujmov pre zlepšovanie bezpečnosti a dostupnosti systému. Analýza ľudskej spoľahlivosti (Human Reliability Analysis - HRA) v rámci analýzy spoľahlivosti je pokusom modelovať a predpovedať dopad týchto interakcií na bezpečnosť ako spoľahlivosť systému.<br>Cieľom práce je rozvoj a výskum nových metód analýzy ľudskej spoľahlivosti na základe použitia matematického modelu viac-stavových systémov, hlavne analýzy citlivosti spoľahlivosti vzhľadom k vplyvu ľudského faktoru.<br>;20.2.2018 14:21
Nové trendy v riadení hodnoty pre zákazníkov malých a stredných podnikov prostredníctvom marketingových aktivít;doc. Ing. Michal Varmus, PhD.;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;Najnovšie poznania v oblasti strategického marketingu malých a stredných podnikov na Slovensku naznačujú značné nedostatky v riadení marketingových aktivít.  Ide najmä o absentujúci strategický prístup v oblasti vytvárania hodnoty pre zákazníka, či využívaniu moderných IT technológií v rámci marketingových aktivít. Ako problematická sa následne javí konzistencia a kontinuita marketingových rozhodnutí v kontexte chápania hodnoty pre zákazníka. Kľúčom k riešeniu je model strategického riadenia hodnoty pre zákazníka, ktorý by zohľadňoval najnovšie trendy v skúmanej oblasti. <br>Úlohou riešenia je skúmanie všeobecných i  špecifických vplyvov strategického riadenia hodnoty pre zákazníka prostredníctvom marketingových aktivít a ich vplyv na podnik.<br>Cieľom riešenia je na základe spracovanej metodológie a navrhnutého modelu strategického riadenia hodnoty pre zákazníka a preukázať vhodnosť navrhovaných prístupov riadenia marketingových aktivít malých a stredných podnikov.;20.2.2018 14:56
Vyhodnocovanie kvality počítačového modelu ľudského tela;prof. Ing. Vitaly Levashenko, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;základný výskum;Informačné technológie zasahujú do všetkých oblastí ľudského života a často nachádzajú svoje uplatnenie v medicíne. Jedným z aktuálnych trendov v prepojovaní medicíny a informatiky je vývoj simulátorov, ktoré umožňujú nácvik komplexných medicínskych úkonov, akými je napríklad lokálna anestézia. Nevyhnutným predpokladom pre vývoj a používanie takýchto systémov je existencia kvalitných trojrozmerných počítačových modelov ľudského tela. <br>V hodnotení kvality počítačového modelu je nutné brať do úvahy množstvo faktorov. Medzi kľúčové faktory patria správny tvar, veľkosť a umiestnenie jednotlivých orgánov. Preto sa musia pred samotným hodnotením rozpoznať jednotlivé orgány v modeli a následne preskúmať ich vlastnosti. Za týmto účelom je nutné navrhnúť metódu, ktorá dokáže v trojrozmernom modeli rozpoznať jednotlivé objekty a podľa ich vlastností odhadnúť, o ktorý orgán sa jedná. Následne bude nutné detailne preskúmať vzájomné rozloženie jednotlivých orgánov a určiť, ktoré orgány vykazujú anomálie (napr. zasahovanie svalov do kostí, chýbajúce orgány, nevhodná veľkosť orgánu vzhľadom k ostatným orgánom). Nájdené anomálie by sa potom kvantitatívne ohodnotili. Z tohto ohodnotenie by sa vo výsledku vypočítala skupina ukazovateľov, pomocou ktorých by bolo možné rozhodnúť, či má daný model požadované vlastnosti. Tu je nutné zdôrazniť, že metóda pre hodnotenie kvality modelu ľudského tela musí zohľadňovať aj špecifiká úlohy, v ktorej sa má príslušný model použiť. Napr. pri simulácií lokálnej anestézie je dôležité správne rozmiestnenie ciev a nervov, zatiaľ čo presné polohy srdca, pľúc alebo jednotlivých zubov nie sú až také dôležité.<br>Cieľom práce je navrhnúť kvantitatívne ukazovatele a navrhnúť metódy ich výpočtov tak, aby bolo možné porovnať kvalitu rôznych modelov ľudského tela a pre danú úlohu vybrať ten, ktorý má najlepšie vlastnosti. <br>;20.2.2018 17:28
Nové prístupy k testovaniu softvéru;doc. Mgr. Ondrej Šuch, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;V praxi sa používajú dva diametrálne odlišné prístupy k testovaniu softvéru. Manuálne testovanie je používané najmä na overovanie aplikácií s GUI a komplexnou business logikou. Automatizované testovanie je používané pre serverovské aplikácie a regresné testovanie. S nástupom umelej inteligencie a nových programovacích platforiem je priestor vyvinúť efektívnejšie testovacie prístupy. To bude obsahom výskumu tejto práce.;20.2.2018 17:36
Lokalizácia vo vnútornom prostredí založená na spracovaní obrazu;prof. Ing. Martin Klimo, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Jednou z oblastí automatizácie, ktorá sa v súčasnosti teší rastúcemu záujmu v priemysle, je aj využitie automaticky navádzaných vozidiel (AGV – automated guided vehicle). Tie slúžia na presun materiálu vo výrobných halách a skladoch. Táto práca má prispieť k zlepšení možnosti lokalizácie AGV vo vnútornom prostredí pomocou spracovania obrazu. Vizuálne informácie z prostredia poskytujú unikátne informácie, ktoré môžu prispieť k jednoduchšiemu nasadeniu AGV systémov do praxe. <br>Lokalizácia vo vnútornom prostredí ma niekoľko špecifík, ktorým sa bude práca venovať:<br>- očakáva sa určitá znalosť tohto prostredia, napr. vo forme existencie 2D/3D modelu prostredia. Problémom je ale forma reprezentácia týchto znalostí a ich previazanie s vizuálnou informáciou získanou z kamier.<br>- šum v obrazových dátach zapríčinený dynamickým prostredím a teda existenciou statických a dynamických prekážok, ako aj dynamikou AGV (napr. otrasy). To spôsobuje stochastickú povahu pozorovaného prostredia.<br>;20.2.2018 18:33
Strojové učenie pri navrhovaní záchranných systémov evolučnými metaheuristikami ;prof. RNDr. Jaroslav Janáček, CSc.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého robustného záchranného systému je NP-ťažká úloha podobajúca sa na úlohu o  p- centroch, resp. p-mediánov s viacerými kritérií a dodatočnými podmienkami, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Z tohto dôvodu sa do pozornosti informatickej komunity ako nádejné riešiace prostriedky pre úlohu návrhu záchranného systému dostávajú   metaheuristiky typu „Genetický algoritmus“ alebo „Scatter search“. Ako ukázali doterajšie experimenty s metaheuristikami, ich úspešnosť závisí od vhodného nastavenia parametrov týchto heuristík. V tejto práci sa predpokladá, že doktorand vykoná výskum učiacich sa metód na automatizované nastavenie parametrov metaheuristík riešiacich úlohy uvedených typov. Dizertačná práca má analyzovať možné adaptívne prístupy k nastavení parametrov, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;20.2.2018 19:06
Strojové učenie pri dimenzovaní obslužných systémov evolučnými metaheuristikami ;prof. RNDr. Jaroslav Janáček, CSc.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Predpokladaný projekt skúma, ako rôzne modely dôsledkov rozdelenia obmedzeného počtu náležitostí medzi obslužné strediská vplývajú na kvalitu výsledného návrhu obslužného systému. Návrh obslužného systému v tomto projekte pozostáva jednak z rozmiestnenia stredísk v obsluhovanej oblasti a súčasne aj z dimenzovania ich kapacít počtom pridelených náležitostí. Kvalita návrhu obslužného systému môže byť posudzovaná podľa niekoľkých kritérií. Z tohto dôvodu sa do pozornosti informatickej komunity ako nádejné riešiace prostriedky pre úlohu návrhu záchranného systému dostávajú hybridné verzie vývojových metaheuristík („Genetický algoritmus“ alebo „Scatter search“). Ako ukázali doterajšie experimenty s metaheuristikami, ich úspešnosť pri riešení zložitejších problémov závisí od vhodného nastavenia parametrov týchto heuristík. V tejto práci sa predpokladá, že doktorand vykoná výskum učiacich sa metód na automatizované nastavenie parametrov metaheuristík riešiacich úlohy uvedeného typu. Dizertačná práca má analyzovať možné adaptívne prístupy k nastavení parametrov, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.<br>;20.2.2018 19:19
